Potential Accident Level,Gender,Country_Country_01,Country_Country_02,Country_Country_03,Local_Local_01,Local_Local_02,Local_Local_03,Local_Local_04,Local_Local_05,Local_Local_06,Local_Local_07,Local_Local_08,Local_Local_09,Local_Local_10,Local_Local_11,Local_Local_12,Industry Sector_Metals,Industry Sector_Mining,Industry Sector_Others,Employee or Third Party_Employee,Employee or Third Party_Third Party,Employee or Third Party_Third Party (Remote),"Critical Risk_
Not applicable",Critical Risk_Bees,Critical Risk_Blocking and isolation of energies,Critical Risk_Burn,Critical Risk_Chemical substances,Critical Risk_Confined space,Critical Risk_Cut,Critical Risk_Electrical Shock,Critical Risk_Electrical installation,Critical Risk_Fall,Critical Risk_Fall prevention,Critical Risk_Fall prevention (same level),Critical Risk_Individual protection equipment,Critical Risk_Liquid Metal,Critical Risk_Machine Protection,Critical Risk_Manual Tools,Critical Risk_Others,Critical Risk_Plates,Critical Risk_Poll,Critical Risk_Power lock,Critical Risk_Pressed,Critical Risk_Pressurized Systems,Critical Risk_Pressurized Systems / Chemical Substances,Critical Risk_Projection,Critical Risk_Projection of fragments,Critical Risk_Projection/Burning,Critical Risk_Projection/Choco,Critical Risk_Projection/Manual Tools,Critical Risk_Suspended Loads,Critical Risk_Traffic,Critical Risk_Vehicles and Mobile Equipment,Critical Risk_Venomous Animals,Critical Risk_remains of choco,Description,Accident Level
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During the maintenance activity on conveyor belt 14A feeding primary mill No. 3; a technician entered the discharge tunnel (1.20 x 0.90 x 0.80 m) to inspect and clean the material accumulation, at which time an automatic scraper mechanism (0.60 x 0.40 m) was activated by the faulty sensor system, trapping the technician's upper body in the narrow space between the conveyor belt frame and the tunnel wall. The accident occurred when the technician was alone in the work area due to a scheduling conflict with another maintenance team.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During the installation activity for a 3-meter diameter ventilation shaft on level 2200 at approximately 10:15 am, an operator was positioning a section of ductwork when he lost his footing and fell down the access ladder (5 meters in height). The fall caused severe head trauma and multiple fractures. Despite immediate medical attention from the site's first responders, the employee succumbed to their injuries on-site. An investigation into the accident is underway to determine the root cause.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During maintenance work on conveyor belt 3A at level 4200, a technician entered the drive motor enclosure (1.2 x 1.5 x 2 m) to inspect and clean electrical components. Upon entering, he noticed an open panel door with exposed wiring and decided to proceed cautiously. As he reached for a nearby cable tie, his gloved hand made contact with a live wire, causing an electric shock that threw him backward onto the concrete floor. The technician suffered severe burns on both hands and was found unconscious by colleagues who had been working in adjacent areas.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"In access 3 of level 4210, during the maintenance activity on a conveyor belt system, an employee was performing welding operations on a section of the belt when he lost control of his equipment and suffered severe burns to both legs from molten metal splashes while attempting to retrieve it. The incident occurred at approximately 11:15 am in a confined space with poor ventilation, where the air temperature exceeded 30°C. Despite wearing personal protective gear, including flame-resistant clothing and safety glasses, the employee's injuries were fatal due to extensive tissue damage and blood loss caused by the burns.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"During maintenance operations on a 1,200-meter-long conveyor belt at Mine Xylophia-7, an operator entered the drive pulley housing (3x2x4 meters) to inspect and clean accumulated material. While inside, he was caught by the rotating drum's unshielded shaft, which had been left in operation due to a faulty interlock system. The accident occurred at 14:45 hours on March 15th, with no witnesses present other than security cameras capturing the event.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At 02:15 hours on March 18th, 2019, during a routine maintenance operation at the B-1234 tank farm, an explosion occurred in one of the storage tanks containing highly flammable liquids. The blast was caused by a faulty valve that had been left open overnight, allowing gas to accumulate and ignite when exposed to an electrical spark from nearby equipment. Two workers, Juan Sanchez and Maria Rodriguez, were working near the affected tank at the time of the explosion and suffered severe burns as they attempted to flee the area. Despite immediate medical attention, both employees succumbed to their injuries within hours of the accident.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During the maintenance activity in silo 3A, a technician was performing a visual inspection of the vibrating feeder's discharge chute when his safety glasses were suddenly blown off by an unexpected blast of compressed air released from a malfunctioning valve located on the opposite side of the room. The technician suffered lacerations to his left eyebrow and nose due to flying debris generated by the sudden release of pressure, which also caused nearby equipment to vibrate violently.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At approximately 14:45 hours on March 15th, 2019, during a routine maintenance procedure for pipe fitting P-123 in Sector B of the plant, an unexpected release of flammable gas occurred due to faulty welding equipment. The technician, who was working alone at the time, failed to notice the leak and subsequently ignited it with his torch, resulting in a massive explosion that sent him flying across the room.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Approximately 3:20 p.m., during shotcrete casting for tunnel reinforcement on Cruise 821 Nv. 2050, the operator of mixkret 127 was positioned at the rear left side of the equipment when a sudden power outage occurred due to an electrical fault in the control panel. As darkness fell within seconds, the operator panicked and attempted to exit the area but became disoriented amidst the noise and chaos. In his haste, he stumbled towards the edge of the excavation pit, which was approximately 10 meters deep at that point. Unfortunately, the operator lost balance and tumbled down into the void, suffering fatal injuries upon impact with the rocky surface below. The incident occurred without any warning signs or precursors, leaving behind a stunned team who were unable to intervene in time due to the suddenness of events.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At 11:10 a.m., during the excavation process on Cut-Off No. 1355 North of OB1A, the operator noticed a sudden drop in air pressure while performing drilling operations using drill rig DR1010. The assistant and the driller attempted to troubleshoot the issue but were unable to identify the cause. As they prepared to evacuate the area due to concerns about gas buildup, one of them realized that their colleague was missing from his usual position near the equipment. A search party was immediately dispatched, and upon locating the missing operator at a nearby ventilation shaft, it became apparent that he had succumbed to asphyxiation caused by the hazardous atmosphere. The emergency response team and medical services were activated, leading to an investigation into the accident's causes and circumstances.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"When performing maintenance on conveyor belt 3A at Mine Site Xylophia-7, approximately at 10:45 a.m., the mechanic entered the transfer station (1.20 x 0.90 m) to replace a faulty idler pulley. Upon completion of the task, while attempting to exit the area, the mechanic's foot slipped on an oily patch and fell into the adjacent crusher cavity (2.50 x 1.80 m). The falling debris caused severe head trauma, resulting in instant fatality.",5
5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At 14:42 hours on March 15th, 2022, during a routine maintenance operation in area C-7 of the chemical processing plant; an unexpected gas leak occurred from a ruptured pipeline (designated as P-321) while technician Maria Rodriguez was performing a visual inspection. The released gas mixture ignited instantly, engulfing Maria and causing severe burns to her upper body before she could escape or receive assistance.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At approximately 08:42 hours on April 15th, 2022, during a routine maintenance operation at the S-1125 oil rig platform, an unexpected explosion occurred in one of the storage tanks containing flammable liquids and gases. The blast was intense enough to shatter nearby equipment and send debris flying everywhere. One of the workers, identified as Jorge Morales, was found lying unconscious near the tank's access point with severe burns on his body. Despite immediate medical attention, he succumbed to his injuries shortly after being transported to a local hospital for treatment. An investigation into the cause of the explosion is currently underway.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During the maintenance activity on conveyor belt 3A at level 4200 in access 1, a technician entered the gear box (2x1.5x2m) to inspect and clean the components while wearing safety glasses and gloves. Upon noticing an unusual noise, he attempted to exit but was trapped by the automatic locking mechanism that had activated due to his proximity to the rotating shafts. The technician's body became wedged between the gearbox casing and a metal beam at chest height. Despite efforts from colleagues to free him, the technician succumbed to asphyxiation before medical assistance could be rendered.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During the excavation activity in trench 3456 at a depth of 3 meters below ground level, an incident occurred when operator Juan Sanchez was attempting to retrieve a stuck rock drill bit from the bottom of the pit using his personal rescue rope system. As he descended into the trench, the rope suddenly snapped, causing him to fall approximately 2.5 meters onto the hard-packed soil surface. The impact resulted in severe injuries to both ankles and knees, rendering Sanchez unable to move or call for assistance. Due to the remote location of the accident site, it took emergency responders over 30 minutes to arrive on scene, during which time Sanchez remained trapped and conscious but immobile.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At approximately 3:10 p.m., during shotcrete casting operations on Cruise 741 Nv. 1850, an operator was stationed at the left side of the equipment and initiated a release of 03 cubic meters. As the material began flowing out, he noticed excessive vibration emanating from the machinery. Despite attempting to adjust the settings, the vibrations intensified, causing him to lose his footing on the slippery surface. The operator fell approximately 3 meters down an open access shaft, sustaining severe injuries and ultimately succumbing to them before medical assistance could be rendered.",5
5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At approximately 14:45 hours on April 12th, 2022, during a routine maintenance operation in Sector 3 of the processing facility, an unexpected failure occurred while attempting to clear blockages from conveyor belt C-219. As the operator, Juan Sanchez, entered the confined space (1.5 x 0.8 meters) between two adjacent rollers to retrieve stuck material, he was suddenly pinned by a falling section of machinery weighing approximately 150 kilograms. The incident resulted in severe trauma and subsequent fatality due to crushing injuries sustained at the waist level.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"During the maintenance activity on level 4200 of access 1 in the OB2C tunnel at approximately 10:15 a.m., an incident occurred when a worker, Mr. Rodriguez, was inspecting the roof-mounted conveyor belt system while standing near the edge of the platform. As he leaned over to examine a malfunctioning pulley wheel, his safety harness became entangled with the moving parts of the machinery, causing him to be pulled towards the rotating drum and subsequently crushed by its rotation at a height of approximately 3 meters above the floor. The accident was reported immediately, and emergency responders were dispatched to the scene; unfortunately, Mr. Rodriguez succumbed to his injuries shortly thereafter.",5
5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At approximately 11:10 a.m., during the maintenance operation on Tunnel Rpa 456, a worker was inspecting the ventilation shaft when he noticed a sudden release of gas from an unknown source. Despite wearing personal protective equipment (PPE), the worker inhaled significant amounts of the noxious fumes and collapsed to the ground. The supervisor, alerted by the commotion, rushed to assist but found the worker unresponsive. A call was made to emergency services, who responded promptly with medical personnel. Upon arrival, it was determined that the worker had succumbed to respiratory failure due to gas inhalation.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At 14:42 hours on March 15th, during a routine maintenance operation in Bay 4 of Substation A-12, an electrical technician was working near the transformer T-421 when he felt an intense shock and fell onto the concrete floor. The investigation revealed that his left hand had made contact with an exposed live wire (400V) while attempting to access a restricted area without proper authorization or personal protective equipment. Despite immediate medical attention being summoned, the employee succumbed to severe burns and cardiac arrest en route to the hospital.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During maintenance work on conveyor belt 3A at level 4200, a technician entered the drive motor enclosure (1.2 x 1.5 x 2 m) to inspect and clean electrical components. Upon entering, he noticed an open panel door with exposed wiring and decided to proceed cautiously. As he reached for a nearby cable tie, his gloved hand made contact with a live wire, causing an electric shock that threw him backward onto the concrete floor. The technician suffered severe burns on both hands and was found unconscious by colleagues who had been working in adjacent areas.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During the maintenance activity on level 4200 of access 1 in the OB2C tunnel at approximately 10:15 a.m., an incident occurred when a worker, Mr. Rodriguez, was inspecting the roof-mounted conveyor belt system while standing near the edge of the platform. As he leaned over to examine a malfunctioning pulley wheel, his safety harness became entangled with the moving parts of the machinery, causing him to be pulled towards the rotating drum and subsequently crushed by its rotation at a height of approximately 3 meters above the floor. The accident was reported immediately, and emergency responders were dispatched to the scene; unfortunately, Mr. Rodriguez succumbed to his injuries shortly thereafter.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"When performing a routine maintenance check on the conveyor belt system at Nv. 1850 BP 220 of OB2A, around 11:30 am, the operator noticed an unusual noise coming from one of the idler rollers while attempting to lubricate it. He decided to investigate further and approached the roller more closely when suddenly a loud explosion occurred, causing him to fall backwards due to the intense force generated by the sudden release of pressure in the system. As he struggled to get back on his feet, he realized that one of his colleagues was pinned underneath a nearby section of conveyor belt debris, which had been dislodged during the incident. Despite immediate attempts at rescue, the colleague's injuries proved fatal and an investigation into the cause of the explosion is now underway.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At approximately 3:15 p.m., during the maintenance activity in access 4 of level 3200, a fatal incident occurred when Mr. Rodriguez, an experienced technician, was attempting to remove a stuck valve on a pipework system while wearing his standard issue safety gloves and hard hat. As he applied force to loosen the valve, it suddenly gave way, causing him to be struck by the rapidly moving pipe section, which had been previously disconnected from its support bracket due to inadequate torque specification during previous maintenance work. The impact resulted in severe blunt trauma injuries, including a fractured skull and multiple rib fractures, ultimately leading to his demise on site.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At 14:15 hours on 04/05/2018, during a routine maintenance operation in access 1 of level 4200 at the ESSA facility, an unexpected failure occurred while a technician was inspecting the upper section of conveyor belt 22C feeding primary mill No. 3. As he leaned over to examine a faulty pulley system, his safety harness became entangled with a loose cable, causing him to fall approximately 4 meters from the catwalk platform onto the concrete floor below. The impact resulted in severe lacerations on both legs and a suspected broken left arm.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During the maintenance activity on conveyor belt 14A feeding primary mill No. 3, a technician entered the idler pulley area (1.2 x 0.9 m) to inspect and clean the rollers. At that time, the automatic lubrication system was activated, spraying hydraulic fluid at high pressure onto the technicians' upper body, causing severe burns on his chest and arms. The victim's colleague, who was standing nearby, attempted to intervene but was also struck by the spray, suffering minor injuries. Emergency services were promptly called, and medical assistance was provided on-site before transportation to a hospital for further treatment.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During the maintenance activity on conveyor belt 3A feeding primary mill No. 4; the electrician entered the drive motor compartment (1.20 x 0.80 m) to inspect electrical connections, at which time a sudden power surge activated the emergency stop system, trapping the electrician's arm between the door frame and the machine casing.",5
5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At 14:10 hours on April 15th, 2022, during a routine maintenance operation in sector A-45 of the chemical plant, an unexpected release of flammable gas from tank T-421 occurred due to human error and equipment failure. The released gas ignited immediately, causing a massive explosion that shattered windows and damaged nearby structures. Two workers, Juan Carlos and Maria Rodriguez, were severely injured as they attempted to escape through the main exit door. Both suffered severe burns and multiple fractures.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On March 10th, at approximately 14:15 hours, during a routine maintenance operation on the G-412 conveyor belt system in Sector C of the mine, an unexpected failure occurred. The sudden release of compressed air caused a section of the conveyor belt to dislodge and fall onto the operator's platform, crushing Mr. Carlos Sanchez, who was performing his duties at the time. Despite immediate attempts by colleagues to rescue him, Mr. Sanchez succumbed to his injuries shortly after arrival at the on-site medical facility. The accident investigation has been initiated to determine the root cause of this tragic event.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During maintenance operations on a high-pressure steam pipe in sector 3A of the production plant; an employee entered the confined space (approximately 2x1.5 meters) through an access hatch, despite inadequate ventilation and lack of personal protective equipment. As he attempted to inspect the pipeline's joints, a sudden release of pressurized steam trapped him at chest height within the enclosure.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"During a routine maintenance operation on conveyor belt 3451 at approximately 10:40 AM, an equipment operator noticed a malfunctioning electrical panel emitting sparks and excessive heat near the motor housing. Despite taking necessary precautions, including donning personal protective gear, he decided to investigate further by accessing the confined space without proper ventilation or safety measures in place. As he attempted to inspect the faulty wiring, a sudden explosion occurred due to an unknown cause, causing severe burns and trauma to his upper body. His coworkers immediately alerted emergency services and began providing basic life support until medical personnel arrived on site. Unfortunately, despite their efforts, the operator succumbed to his injuries shortly thereafter.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On March 12th, at approximately 14:45 hours, during a routine maintenance operation on level 3200 of the manufacturing facility, an explosion occurred in access 1 when a faulty gas valve was accidentally opened by a technician, causing a rapid release of flammable gases into the atmosphere. The resulting blast wave and subsequent fire engulfed nearby equipment, trapping two employees inside a storage room adjacent to the affected area. One employee suffered severe burns covering over 60% of their body surface, while the other succumbed to asphyxiation due to inhalation of toxic fumes.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During the installation activity for a 3-meter diameter ventilation shaft in access level 4215 at approximately 10:20 am, an operator and his assistant were working on setting up the piping system when they noticed a sudden release of compressed air from one of the valves. The blast caused both workers to lose their balance, with the operator falling onto the metal grating floor and suffering severe head trauma. His assistant rushed to help but was also thrown off-balance by the forceful gusts of wind generated by the released pressure. As they struggled to regain footing, a loose pipe section swung wildly from its hanger, striking the injured operator's chest with considerable force. The emergency response team and medical services were immediately activated upon notification of the accident, but unfortunately, the operator succumbed to his injuries shortly after arrival on site.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"In access 3 of level 4210, during the installation activity of electrical cables for a high-voltage power transmission line, when connecting a section 120 m long to a height of 7.2 m with reference to the floor, the lead electrician - accident victim - and his apprentice suffer an entanglement in the cable harness between the upper edge of the scaffolding and the overhead crane generating severe injuries. At the time of the accident, both employees were wearing hard hats but not safety glasses.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During the maintenance operation on level 4200, a technician entered the confined space (1.2 x 1.5 x 3.8 m) adjacent to silo No. 7 for inspection and cleaning purposes. At that moment, an automated valve system located inside the space was triggered by unknown means, causing a sudden release of pressurized gas at approximately chest height. The technician, wearing standard personal protective equipment (PPE), including safety glasses and a hard hat, suffered severe respiratory distress due to inhaling high concentrations of toxic fumes.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On January 15th at 10:45 a.m., during the maintenance activity on level B-7 of shaft N°3, an operator was conducting a routine inspection inside the ventilation tunnel when he lost his footing and fell approximately 12 meters onto the metal grating floor due to slippery conditions caused by recent cleaning operations. The fall resulted in severe head trauma and multiple fractures, ultimately leading to the operator's death. Emergency responders were immediately dispatched upon notification of the incident, initiating a thorough investigation into the accident's circumstances.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"At approximately 14:45 hours on March 15, 2022, during a routine maintenance operation in tank 13 of the Petrochemical Plant's Unit B-3, an explosion occurred when a spark ignited accumulated vapors from a faulty condensate pump. The blast caused widespread damage to surrounding equipment and structures, including the collapse of a catwalk and rupture of several pipes.

The plant manager, Juan Sanchez, was in the immediate vicinity and suffered severe burns on his left leg due to flying debris. Two other employees, Maria Rodriguez and Carlos Gomez, were also injured: Rodriguez sustained lacerations from shattered glass fragments while Gomez experienced respiratory distress caused by inhaling toxic fumes released during the explosion.

Emergency responders quickly arrived at the scene and transported all three victims to a nearby hospital for treatment. The incident is currently under investigation to determine its root cause and prevent similar accidents in the future.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At approximately 02:15 hours on April 12th, 2022, during a routine maintenance operation at the E1-119 pumping station, an unexpected surge in pressure caused by faulty valve calibration led to a catastrophic failure of the primary pipeline. The sudden release of high-pressure fluids resulted in a massive explosion that ripped through the surrounding area, throwing debris and equipment hundreds of feet into the air.

As rescue teams rushed to respond, they found two injured workers, Juan Sanchez and Maria Rodriguez, lying unconscious near the blast site. Both suffered severe burns and traumatic injuries from flying shrapnel and falling objects. The incident also claimed the life of a third worker, Carlos Hernandez, who was caught in the direct path of the explosion.

Emergency responders worked tirelessly to extricate the injured workers and provide medical attention on-site before transporting them to nearby hospitals for further treatment.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During a routine maintenance operation on conveyor belt 3A at level 4200, an electrical technician entered the access tunnel (1.2 x 1.5 m) to inspect and replace faulty sensors. While navigating through the confined space, he accidentally activated the automatic lubrication system for the adjacent machinery, causing a sudden release of high-pressure oil that struck him with great force. The technician was alone in the area at the time of the accident and suffered severe injuries as a result of the impact.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At 14:42 hours on March 15th, 2022, during routine maintenance on conveyor belt A-421 at the primary crushing station, a sudden and unexplained loss of tension in the drive system caused the idler roller to dislodge from its mounting bracket. The mechanic, who was working underneath the belt at that time, became trapped between the fallen roller and the concrete floor as it rolled over his leg, causing severe trauma and resulting in immediate amputation above the knee.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At 02:14 hours on 04/15/2018, during a routine maintenance operation in the storage tank area of the refinery, an explosion occurred while performing a pressure test on the P-121 pipeline section. The blast caused extensive damage to surrounding equipment and structures, resulting in multiple injuries among personnel stationed nearby. One employee, Juan Sanchez from EnerCorp Inc., was found trapped beneath debris with severe burns covering over 70% of his body.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During maintenance work on conveyor belt 3A at level 4200, a technician entered the drive motor enclosure (1.2 x 1.5 x 2 m) to inspect and clean electrical components. Upon entering, he noticed an open panel door with exposed wiring and decided to proceed cautiously. As he reached for a nearby cable tie, his gloved hand made contact with a live wire, causing an electric shock that threw him backward onto the concrete floor. The technician suffered severe burns on both hands and was found unconscious by colleagues who had been working in adjacent areas.",5
